,Subject,0,Item,0,Condition,0,Word,0,0,0,0,RT,0,0
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,3,az,éz,1,yes,717,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,717
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,4,osztálytársa,osztálltensa,1,yes,614,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,614
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,5,provokált,highokost,0,yes,983,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,983
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,6,második,tédozik,0,yes,1267,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,1267
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,7,óra,űna,1,yes,730,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,730
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,8,előtt%2C,alütt%2C,0,yes,682,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,682
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,9,kimagyarázta,kőbagyóranga,0,yes,878,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,878
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,10,a,é,1,yes,608,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,608
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,78,0,Expt-D,17,11,helyzetet.,sogygetet.,1,yes,915,A szájhős%2C akit az osztálytársa provokált második óra előtt%2C kimagyarázta a helyzetet.,915
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,0,A,Ö,0,yes,485,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,485
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,1,napközis,nakkésin,0,yes,605,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,605
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,2,tanítóm,tenítje,0,yes,844,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,844
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,3,azt,amt,0,yes,589,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,589
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,4,gondolta%2C,nüldorta%2C,1,yes,637,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,637
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,5,hogy,pőgy,1,yes,710,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,710
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,6,hiba,lősa,0,yes,685,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,685
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,7,lenne,rözze,1,yes,841,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,841
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,8,a,öz,1,yes,568,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,568
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,9,nehéz,elléz,0,yes,1405,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,1405
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,10,matekleckéről,nepeklestéröl,0,yes,1142,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,1142
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,11,az,u,0,yes,910,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,910
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,12,énektanárt,étegtelánt,1,yes,938,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,938
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,167,0,Filler-D,61,13,megkérdezni.,megélydodni.,0,yes,900,A napközis tanítóm azt gondolta%2C hogy hiba lenne a nehéz matekleckéről az énektanárt megkérdezni.,900
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,0,A,É,0,yes,550,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,550
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,1,szólógitáros%2C,szélögátárna%2C,1,yes,933,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,933
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,2,aki,epí,1,yes,927,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,927
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,3,a,ü,1,yes,791,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,791
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,4,dobost,debist,0,yes,704,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,704
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,5,szerette,szükeksa,0,yes,906,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,906
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,6,kora,töla,0,yes,857,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,857
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,7,gyermekkoruk,gyelvporáruk,0,yes,982,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,982
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,8,óta%2C,űsa%2C,0,yes,976,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,976
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,9,cserbenhagyta,csersarsagyta,0,yes,980,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,980
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,10,az,öz,1,yes,834,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,834
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,116,0,Expt-B,27,11,együttest.,egyínyett.,0,yes,671,A szólógitáros%2C aki a dobost szerette kora gyermekkoruk óta%2C cserbenhagyta az együttest.,671
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,0,Annak,Nürak,0,yes,683,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,683
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,1,a,o,0,yes,745,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,745
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,2,valószínűsége%2C,essnerunűséve%2C,0,yes,592,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,592
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,3,hogy,muty,0,yes,815,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,815
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,4,az,uz,1,yes,851,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,851
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,5,óvónő,ójötő,1,yes,905,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,905
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,6,elaltatná,elatittnu,1,yes,1056,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,1056
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,7,a,ö,0,yes,588,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,588
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,8,nagycsoportost%2C,magycsatartasz%2C,1,yes,1386,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,1386
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,9,nem,mim,0,yes,729,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,729
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,10,túl,púr,1,yes,757,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,757
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,155,0,Filler-C,49,11,nagy.,many.,1,yes,699,Annak a valószínűsége%2C hogy az óvónő elaltatná a nagycsoportost%2C nem túl nagy.,699
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,0,A,Ű,0,yes,537,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,537
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,1,búvár%2C,büzám%2C,0,yes,640,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,640
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,2,akit,oget,1,yes,748,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,748
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,3,megijesztett,megáfessészz,1,yes,687,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,687
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,4,az,iz,0,yes,642,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,642
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,5,úszó,ígyó,1,yes,803,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,803
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,6,egy,űzs,0,yes,930,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,930
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,7,nagy,muty,0,yes,785,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,785
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,8,medencében%2C,fozenpécen%2C,1,yes,715,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,715
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,9,felháborította,felgásilítézsa,1,yes,1169,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,1169
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,10,az,uz,1,yes,763,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,763
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Maze,121,0,Expt-C,28,11,úszómestert.,íszömesiszt.,1,yes,766,A búvár%2C akit megijesztett az úszó egy nagy medencében%2C felháborította az úszómestert.,766
# 8. Field name.,,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,,
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Form,1,0,brexit,NULL,randomfield,T3CqezD5,,,,,,
1680692215,ec24972ce18057dabea7bcb5e3a87d78,Form,1,0,brexit,NULL,identifier,T3CqezD5,,,,,,
#,,,,,,,,,,,,,,
# Results on Wed,05 Apr 2023 13:53:04 GMT,,,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML,like Gecko) Chrome/111.0.0.0 Safari/537.36,,,,,,,,,,,,,
# Design number was non-random = 239,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,,,
# 8. Field name.,,,,,,,,,,,,,,
# 9. Field value.,,,,,,,,,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,2,0,consent,NULL,consent,yes,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,age,28,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,natlang,magyar,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,childhoodcountry,Magyarországon,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,currentcountry,Magyarországon - 28 éve,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,parentlang,magyar%2C szerb,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,domlang,szerb,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,otherlang,angol,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,4,0,intro1,NULL,gender,female,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,5,0,intro2,NULL,question1,igaz,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,5,0,intro2,NULL,question2,igaz,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,5,0,intro2,NULL,question3,igaz,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Form,5,0,intro2,NULL,question4,igaz,,,,,,
# 8. Word number.,,,,,,,,,,,,,,
# 9. Word.,,,,,,,,,,,,,,
# 10. Alternative.,,,,,,,,,,,,,,
# 11. Word on (0=left,1=right).,,,,,,,,,,,,,
# 12. Correct.,,,,,,,,,,,,,,
# 13. Reading time to first answer.,,,,,,,,,,,,,,
# 14. Sentence.,,,,,,,,,,,,,,
# 15. Total time to correct answer.,,,,,,,,,,,,,,
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,0,Az%2C,Iz%2C,0,yes,3604,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,3604
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,1,hogy,muty,0,yes,1274,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1274
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,2,a,u,1,yes,1094,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1094
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,3,főpolgármester,fúvolnalőzzter,1,yes,1497,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1497
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,4,meglátogatta,neplákotagga,0,yes,1374,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1374
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,5,az,am,1,yes,1303,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1303
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,6,új,uz,0,yes,1051,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1051
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,7,képviselőt%2C,kérmécetőt%2C,1,yes,1205,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1205
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,8,senkit,sankik,1,yes,1124,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1124
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,9,nem,náp,1,yes,931,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,931
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,10,lepett,labesz,0,yes,891,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,891
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,9,0,practice,NULL,11,meg.,mát.,1,yes,1347,Az%2C hogy a főpolgármester meglátogatta az új képviselőt%2C senkit nem lepett meg.,1347
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,0,Nyilvánvaló,Nyölvátzáló,0,yes,1047,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,1047
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,1,volt%2C,folp%2C,1,yes,837,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,837
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,2,hogy,katy,1,yes,766,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,766
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,3,az,at,1,yes,745,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,745
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,4,időjárás,igívorás,0,yes,810,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,810
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,5,jelentés,jerettag,0,yes,784,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,784
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,6,ellenére,híbesése,1,yes,708,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,708
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,7,idén,odun,1,yes,768,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,768
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,8,karácsonykor,karályollhod,1,yes,1112,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,1112
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,9,sem,súl,1,yes,691,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,691
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,10,fog,vüg,1,yes,695,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,695
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,11,esni,göni,0,yes,747,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,747
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,12,a,ö,1,yes,650,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,650
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,10,0,practice,NULL,13,hó.,jé.,0,yes,816,Nyilvánvaló volt%2C hogy az időjárás jelentés ellenére idén karácsonykor sem fog esni a hó.,816
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,0,Annak,Ekrak,0,yes,1143,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1143
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,1,a,u,0,yes,1044,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,1044
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,2,lehetősége%2C,lezelörébe%2C,0,yes,741,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,741
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,3,hogy,katy,0,yes,570,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,570
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,4,a,ű,0,yes,582,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,582
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,5,katona,kétika,1,yes,871,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,871
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,6,megbocsátana,megíccsitola,1,yes,961,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,961
1680702784,91a00b78526361ec451e5af4d681ae3e,Maze,157,0,Filler-C,51,7,a,ú,0,yes,656,Annak a lehetősége%2C hogy a katona megbocsátana a terroristának%2C felkeltette a parancsok figyelmét.,656
